Unnamed: 0,Floor No,Units Available,Covered Area,Carpet Area,Sqft Price,Total Amenities,Area Difference (%),Floors,Price_Millions,Possession Status,Flooring Type,Society,Furnished Type,Facing,Transaction Type,Type of Property,City,Bathroom,Parking,Bedroom,Balconies,Ownership Type
11186,12,0,2885,2203,34662,0,23,23,13.4999095,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,4,0,5,1,Freehold
11187,3,0,2967,2400,200000000,0,19,3,13.4999095,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Villa,Mumbai,4,0,4,2,Freehold
11188,2,1,865,700,20000000,90,19,8,20.0,Ready to Move,Ceramic Tiles,N,Semi-Furnished,North,Resale,Apartment,Mumbai,2,1,2,1,Leasehold
11189,8,0,1050,801,29524,0,23,21,31.0002,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,3,Freehold
11190,1,0,625,477,19200,0,23,16,12.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,1,0,Freehold
11191,18,0,520,397,35577,0,23,19,18.50004,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11192,4,0,1000,763,18500,89,23,7,18.5,Ready to Move,Marble,N,Unfurnished,East,New Property,Apartment,Mumbai,2,1,2,2,Co-operative Society
11193,2,0,425,380,21176,11,10,4,8.9998,Ready to Move,Vitrified,Y,Semi-Furnished,North - East,Resale,Apartment,Mumbai,2,1,1,1,Co-operative Society
11194,12,0,1450,1107,20345,0,23,29,29.50025,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,3,0,3,4,Freehold
11195,3,0,600,500,25000,0,16,7,15.0,Ready to Move,Vitrified,N,Furnished,West,New Property,Apartment,Mumbai,2,0,2,1,Co-operative Society
11196,13,0,579,579,29361,1,0,25,17.000019,Ready to Move,Ceramic Tiles,N,Unfurnished,North,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11197,10,0,420,400,4286,0,4,10,1.80012,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Residential House,Mumbai,1,0,1,2,Freehold
11198,2,0,2200,1620,43182,0,26,7,13.4999095,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,4,0,4,1,Freehold
11199,2,0,905,665,19337,0,26,8,17.499985,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Leasehold
11200,2,1,458,349,14192,0,23,6,6.499936,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Residential House,Mumbai,2,0,3,2,Freehold
11201,3,0,1500,1100,18333,7,26,7,27.4995,Ready to Move,Vitrified,N,Semi-Furnished,North,New Property,Apartment,Mumbai,3,0,3,4,Co-operative Society
11202,15,0,1500,1000,17333,90,33,18,25.9995,Ready to Move,Ceramic Tiles,Y,Furnished,East,Resale,Apartment,Mumbai,3,1,3,4,Freehold
11203,2,0,1000,820,23500,5,18,7,23.5,Ready to Move,Vitrified,Y,Furnished,East,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11204,2,0,970,667,25773,90,31,20,24.99981,Ready to Move,Marbonite,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,1,2,4,Freehold
11205,8,0,750,572,26667,4,23,8,20.00025,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11206,6,11,836,638,23923,7,23,7,19.999628,Ready to Move,Vitrified,N,Unfurnished,South -West,Resale,Apartment,Mumbai,2,0,2,3,Co-operative Society
11207,6,2,845,700,25917,89,17,7,21.899865,Ready to Move,Vitrified,Y,Unfurnished,South - East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11208,14,1,828,670,13500000,8,19,20,13.5,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,1,2,0,Freehold
11209,10,0,1209,978,20000000,10,19,20,20.0,Ready to Move,Vitrified,Y,Unfurnished,North - East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11210,3,1,2200,1500,31818,89,31,7,13.4999095,Ready to Move,Marble,Y,Furnished,Unknown,Resale,Residential House,Mumbai,4,1,3,3,Freehold
11211,8,1,598,484,12000000,90,19,15,12.0,Ready to Move,Vitrified,Y,Unfurnished,South - East,Resale,Apartment,Mumbai,2,1,1,3,Freehold
11212,1,0,335,269,20896,90,19,18,7.00016,Ready to Move,Marble,N,Unfurnished,North - West,Resale,Apartment,Mumbai,1,1,1,2,Freehold
11213,15,1,1550,1183,27419,89,23,24,42.49945,Ready to Move,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Mumbai,1,1,3,3,Freehold
11214,17,1,1250,847,24000,89,32,17,30.0,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,3,1,Freehold
11215,9,0,1172,894,23805,4,23,10,27.89946,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,4,0,3,1,Freehold
11216,1,1,675,675,26666,2,0,7,17.99955,Ready to Move,Ceramic Tiles,Y,Furnished,Unknown,Resale,Residential House,Mumbai,2,1,2,2,Freehold
11217,1,0,408,330,8300000,5,19,7,8.3,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11218,9,1,791,640,21500000,90,19,12,21.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,1,2,0,Co-operative Society
11219,11,1,900,728,19000000,5,19,15,19.0,Ready to Move,Vitrified,N,Furnished,West,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11220,8,0,810,618,20988,4,23,8,17.00028,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11221,6,1,495,401,13000000,90,19,9,13.0,Under Construction,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,1,1,0,Co-operative Society
11222,9,0,525,425,11500000,3,19,14,11.5,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11223,9,0,1400,1069,30357,8,23,11,42.4998,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11224,9,0,6800,3400,17647,90,50,11,13.4999095,Ready to Move,Marble,Y,Furnished,South -West,Resale,Apartment,Mumbai,5,1,5,2,Co-operative Society
11225,2,0,745,545,22282,17,26,8,16.60009,Ready to Move,Vitrified,Y,Furnished,North,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11226,4,0,385,293,33766,4,23,7,12.99991,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,1,1,0,Freehold
11227,32,2,2900,2500,44483,89,13,35,13.4999095,Ready to Move,Vitrified,N,Furnished,West,New Property,Apartment,Mumbai,4,1,5,4,Freehold
11228,1,0,620,385,24194,89,37,5,15.00028,Ready to Move,Vitrified,Y,Furnished,South,Resale,Apartment,Mumbai,1,1,1,1,Freehold
11229,20,0,3075,2100,23577,8,31,22,13.4999095,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,4,1,4,1,Co-operative Society
11230,10,0,560,300,16964,89,46,20,9.49984,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Mumbai,1,1,1,1,Freehold
11231,13,0,1108,1188,37906,89,-7,14,41.999848,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Mumbai,4,1,3,0,Freehold
11232,11,2,1100,700,26363,90,36,15,28.9993,Ready to Move,Ceramic Tiles,Y,Furnished,West,New Property,Apartment,Mumbai,2,1,2,1,Leasehold
11233,9,5,777,777,37966,90,0,19,29.499582,Under Construction,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Mumbai,2,1,2,0,Freehold
11234,9,0,1470,1250,33333,11,14,20,48.99951,Ready to Move,Ceramic Tiles,N,Unfurnished,North,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11235,5,0,950,711,25263,90,25,13,23.99985,Ready to Move,Granite,Y,Unfurnished,East,Resale,Apartment,Mumbai,2,1,2,2,Freehold
11236,3,0,1000,800,16500,2,20,3,16.5,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11237,5,0,920,620,19565,90,32,15,17.9998,Ready to Move,Vitrified,Y,Unfurnished,West,Resale,Apartment,Mumbai,2,1,2,4,Co-operative Society
11238,24,0,1450,1100,31379,89,24,42,45.49955,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,3,1,3,1,Freehold
11239,16,1,2250,1350,28888,90,40,29,13.4999095,Ready to Move,Vitrified,N,Unfurnished,North - East,Resale,Apartment,Mumbai,4,1,4,3,Freehold
11240,9,2,3250,3050,40000,90,6,16,13.4999095,Ready to Move,Marble,Y,Semi-Furnished,North - East,Resale,Apartment,Mumbai,5,1,4,3,Freehold
11241,5,10,716,448,18854,90,37,16,13.499464,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,2,1,1,0,Leasehold
11242,4,6,1064,665,20676,90,37,16,21.999264,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,2,1,2,1,Freehold
11243,4,0,1400,900,26786,89,35,8,37.5004,Ready to Move,Vitrified,Y,Furnished,South -West,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11244,7,0,680,560,23529,6,17,7,15.99972,Ready to Move,Vitrified,Y,Unfurnished,West,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
11245,2,0,850,650,23294,7,23,6,19.7999,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11246,11,0,1120,1120,32143,13,0,16,36.00016,Ready to Move,Marble,N,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11247,10,5,1290,1044,32500000,90,19,16,32.5,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,3,1,3,1,Freehold
11248,4,0,420,380,27381,5,9,4,11.50002,Ready to Move,Ceramic Tiles,N,Furnished,North - East,Resale,Apartment,Mumbai,2,1,1,1,Co-operative Society
11249,7,0,330,251,39394,21,23,17,13.00002,Ready to Move,Vitrified,N,Furnished,North,Resale,Apartment,Mumbai,1,1,1,1,Freehold
11250,2,0,350,300,25714,8,14,7,8.9999,Ready to Move,Vitrified,Y,Unfurnished,South,Resale,Apartment,Mumbai,1,0,1,1,Co-operative Society
11251,6,0,560,427,29464,12,23,6,16.49984,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,1,1,1,2,Freehold
11252,21,0,1800,1300,22222,89,27,23,39.9996,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,4,Freehold
11253,10,0,1100,741,21551,90,32,16,23.7061,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,2,1,2,1,Freehold
11254,2,2,50,50,260000,90,0,2,13.0,Ready to Move,Marble,N,Semi-Furnished,East,Resale,Residential House,Mumbai,2,1,2,2,Freehold
11255,3,0,930,710,19355,5,23,7,18.00015,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,3,2,Co-operative Society
11256,1,2,520,480,34615,6,7,4,17.9998,Ready to Move,Vitrified,Y,Unfurnished,North - East,Resale,Apartment,Mumbai,1,0,2,1,Co-operative Society
11257,16,0,1600,890,20625,12,44,17,33.0,Ready to Move,Vitrified,Y,Semi-Furnished,North,Resale,Apartment,Mumbai,3,1,3,3,Co-operative Society
11258,11,1,1550,1200,30645,89,22,22,47.49975,Ready to Move,Marble,N,Furnished,West,Resale,Apartment,Mumbai,3,1,3,2,Freehold
11259,5,1,950,750,21053,10,21,11,20.00035,Ready to Move,Granite,Y,Furnished,West,Resale,Residential House,Mumbai,2,1,2,1,Co-operative Society
11260,9,0,900,670,18889,15,25,11,17.0001,Ready to Move,Vitrified,Y,Semi-Furnished,South,Resale,Apartment,Mumbai,2,1,2,2,Co-operative Society
11261,8,0,1020,793,16176,89,22,14,16.49952,Ready to Move,Vitrified,N,Unfurnished,East,New Property,Apartment,Mumbai,2,1,2,1,Co-operative Society
11262,2,0,875,650,28571,11,25,7,24.999625,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11263,14,1,370,309,35135,89,16,16,12.99995,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
11264,3,0,1100,750,14636,89,31,3,16.0996,Ready to Move,Vitrified,Y,Unfurnished,West,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11265,2,0,751,573,51265,15,23,13,38.500015,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11266,3,0,445,535,38202,6,-20,7,16.99989,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
11267,0,1,1100,839,24091,8,23,6,26.5001,Ready to Move,Ceramic Tiles,N,Unfurnished,North - East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11268,3,0,1550,1183,32258,6,23,7,49.9999,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,5,1,4,1,Freehold
11269,5,2,650,650,26153,9,0,7,16.99945,Ready to Move,Mosaic,Y,Semi-Furnished,West,New Property,Apartment,Mumbai,2,1,1,1,Co-operative Society
11270,8,0,560,470,23214,5,16,12,12.99984,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11271,5,0,1026,830,30000000,90,19,6,30.0,Ready to Move,Vitrified,Y,Semi-Furnished,West,Resale,Apartment,Mumbai,2,1,2,0,Freehold
11272,0,0,522,511,25287,18,2,17,13.199814,Under Construction,Vitrified,N,Semi-Furnished,East,New Property,Apartment,Mumbai,2,1,2,1,Co-operative Society
11273,13,1,1990,1519,15075,10,23,17,29.99925,Ready to Move,Marble,N,Unfurnished,North - East,Resale,Apartment,Mumbai,4,1,4,1,Freehold
11274,2,0,2000,1600,50000,90,20,5,13.4999095,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,3,1,3,3,Freehold
11275,13,0,1150,878,20870,33,23,14,24.0005,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,1,2,3,Freehold
11276,2,0,880,720,31250,8,18,7,27.5,Ready to Move,Mosaic,N,Unfurnished,North - East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11277,5,0,600,450,20833,10,25,6,12.4998,Ready to Move,Vitrified,N,Furnished,East,New Property,Apartment,Mumbai,1,1,1,1,Freehold
11278,1,1,741,600,17500000,90,19,7,17.5,Ready to Move,Marble,N,Semi-Furnished,West,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11279,8,0,1500,1145,25000,16,23,14,37.5,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11280,3,0,720,549,25694,14,23,16,18.49968,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,1,2,4,Freehold
11281,2,1,575,439,5043,90,23,3,2.899725,Ready to Move,Mosaic,Y,Furnished,East,New Property,Builder Floor Apartment,Mumbai,1,1,1,1,Co-operative Society
11282,1,0,1096,887,25000000,10,19,7,25.0,Ready to Move,Normal Tiles/Kotah Stone,Y,Unfurnished,North,Resale,Apartment,Mumbai,2,1,2,3,Freehold
11283,10,1,480,580,41875,90,-20,18,20.1,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,2,Power Of Attorney
11284,2,0,2000,960,15500,90,52,25,31.0,Ready to Move,Ceramic Tiles,Y,Unfurnished,East,Resale,Apartment,Mumbai,2,1,3,1,Co-operative Society
11285,4,1,770,660,27273,89,14,4,21.00021,Ready to Move,Marbonite,N,Unfurnished,East,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11286,12,0,430,600,22093,7,-39,14,9.49999,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,2,0,Freehold
11287,8,2,1450,1130,21379,89,22,11,30.99955,Ready to Move,Ceramic Tiles,Y,Unfurnished,North,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11288,1,0,1200,900,22083,11,25,20,26.4996,Ready to Move,Vitrified,Y,Unfurnished,North,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11289,5,1,1400,900,19214,25,35,32,26.8996,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,1,2,4,Freehold
11290,2,4,940,740,27659,90,21,10,25.99946,Ready to Move,Vitrified,Y,Semi-Furnished,West,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11291,1,0,1000,652,20000,10,34,7,20.0,Ready to Move,Ceramic Tiles,N,Semi-Furnished,North,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11292,7,0,1000,700,24900,9,30,15,24.9,Ready to Move,Vitrified,Y,Furnished,East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11293,3,0,1650,930,17879,12,43,18,29.50035,Ready to Move,Vitrified,Y,Unfurnished,West,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11294,10,0,2400,1600,30417,90,33,24,13.4999095,Ready to Move,Vitrified,Y,Furnished,East,Resale,Apartment,Mumbai,4,1,4,4,Freehold
11295,8,0,700,500,12857,10,28,15,8.9999,Ready to Move,Ceramic Tiles,Y,Unfurnished,North,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11296,12,1,1090,610,23853,13,44,15,25.99977,Ready to Move,Ceramic Tiles,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11297,10,0,385,312,9000000,8,19,10,9.0,Ready to Move,Mosaic,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,0,Freehold
11298,7,0,950,725,26316,6,23,7,25.0002,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Co-operative Society
11299,12,1,1200,700,20833,89,41,14,24.9996,Ready to Move,Granite,Y,Furnished,East,Resale,Apartment,Mumbai,2,1,2,0,Co-operative Society
11300,3,0,3276,2650,82500000,89,19,3,13.4999095,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Villa,Mumbai,4,1,5,1,Freehold
11301,11,0,1137,900,21988,89,20,18,25.000356,Ready to Move,Wooden,N,Furnished,North - West,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11302,3,0,840,840,29167,0,0,8,24.50028,Ready to Move,Vitrified,N,Unfurnished,Unknown,New Property,Apartment,Mumbai,2,0,2,2,Co-operative Society
11303,3,0,803,650,19500000,90,19,36,19.5,Under Construction,Ceramic Tiles,Y,Semi-Furnished,West,New Property,Apartment,Mumbai,2,1,2,2,Freehold
11304,7,0,865,700,31500000,0,19,9,31.5,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,2,Freehold
11305,11,0,2260,1725,30088,89,23,27,13.4999095,Ready to Move,Ceramic Tiles,Y,Unfurnished,North - East,Resale,Apartment,Mumbai,3,1,3,3,Freehold
11306,18,2,1800,886,18611,90,50,38,33.4998,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,2,Freehold
11307,10,8,1100,784,33333,90,28,15,36.6663,Ready to Move,Vitrified,Y,Unfurnished,North - East,New Property,Apartment,Mumbai,2,1,2,2,Freehold
11308,2,6,769,630,32184,89,18,21,24.749496,Under Construction,Granite,Y,Unfurnished,East,New Property,Apartment,Mumbai,2,1,2,5,Freehold
11309,0,0,700,565,20000,11,19,6,14.0,Ready to Move,Mosaic,N,Unfurnished,East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11310,17,1,1990,1519,17538,35,23,30,34.90062,Ready to Move,Marble,N,Furnished,North - East,Resale,Apartment,Mumbai,4,1,4,1,Co-operative Society
11311,2,0,410,359,29268,10,12,10,11.99988,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,1,1,0,Freehold
11312,11,1,1190,810,23950,18,31,15,28.5005,Ready to Move,Vitrified,N,Unfurnished,South,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11313,0,1,520,425,18654,90,18,4,9.70008,Ready to Move,Ceramic Tiles,N,Semi-Furnished,Unknown,Resale,Residential House,Mumbai,2,1,1,2,Co-operative Society
11314,9,1,556,450,16500000,16,19,16,16.5,Ready to Move,Vitrified,N,Semi-Furnished,North,Resale,Apartment,Mumbai,2,0,2,1,Co-operative Society
11315,9,0,1440,890,22222,24,38,16,31.99968,Ready to Move,Granite,N,Furnished,East,New Property,Apartment,Mumbai,2,1,2,1,Freehold
11316,3,0,1360,1000,24265,18,26,14,33.0004,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11317,7,0,670,465,21642,90,30,7,14.50014,Ready to Move,Vitrified,Y,Semi-Furnished,South -West,Resale,Apartment,Mumbai,1,1,1,3,Co-operative Society
11318,7,1,600,330,26666,13,45,14,15.9996,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Mumbai,1,1,1,1,Freehold
11319,4,0,670,550,17910,9,17,4,11.9997,Ready to Move,Vitrified,N,Semi-Furnished,North - West,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11320,21,0,950,900,30526,21,5,22,28.9997,Ready to Move,Vitrified,N,Semi-Furnished,North,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11321,3,0,2800,3400,64285,89,-21,3,13.4999095,Ready to Move,Ceramic Tiles,N,Furnished,East,Resale,Villa,Mumbai,3,1,5,1,Freehold
11322,3,0,614,500,11889,9,18,10,7.299846,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Mumbai,2,1,1,1,Freehold
11323,5,0,1000,658,25000,11,34,7,25.0,Ready to Move,Ceramic Tiles,Y,Furnished,East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11324,7,0,1350,1000,15556,10,25,7,21.0006,Ready to Move,Marble,Y,Unfurnished,South - East,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11325,5,1,1350,1200,30667,11,11,6,41.40045,Ready to Move,Vitrified,N,Semi-Furnished,South,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11326,3,1,850,495,18235,89,41,7,15.49975,Ready to Move,Vitrified,Y,Unfurnished,West,New Property,Apartment,Mumbai,2,1,2,1,Co-operative Society
11327,2,0,1650,1200,21212,7,27,7,34.9998,Ready to Move,Vitrified,N,Furnished,North,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11328,1,2,950,775,26315,8,18,13,24.99925,Ready to Move,Marble,Y,Semi-Furnished,North - West,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11329,3,0,1089,780,19743,12,28,8,21.500127,Ready to Move,Vitrified,N,Semi-Furnished,North,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11330,22,1,1750,1200,32857,18,31,24,13.4999095,Ready to Move,Vitrified,Y,Semi-Furnished,West,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11331,5,1,1200,600,21666,90,50,22,25.9992,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11332,3,0,1100,640,20090,13,41,16,22.099,Ready to Move,Marble,Y,Semi-Furnished,South,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11333,3,1,920,800,26087,14,13,4,24.00004,Ready to Move,Vitrified,N,Furnished,East,Resale,Builder Floor Apartment,Mumbai,2,1,2,2,Freehold
11334,0,0,380,360,9211,89,5,1,3.50018,Ready to Move,Normal Tiles/Kotah Stone,N,Unfurnished,East,Resale,Penthouse,Mumbai,1,1,1,1,Freehold
11335,6,0,790,723,33544,9,8,13,26.49976,Ready to Move,Ceramic Tiles,N,Furnished,North,New Property,Apartment,Mumbai,2,1,2,1,Freehold
11336,6,0,965,790,22280,10,18,6,21.5002,Ready to Move,Vitrified,N,Semi-Furnished,West,Resale,Residential House,Mumbai,2,1,2,1,Co-operative Society
11337,20,0,1200,800,28333,19,33,22,33.9996,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,3,3,Freehold
11338,8,0,515,412,18447,12,20,8,9.500205,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11339,3,0,615,465,20488,11,24,7,12.60012,Ready to Move,Marble,N,Unfurnished,East,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
11340,2,1,1390,950,22661,90,31,11,31.49879,Ready to Move,Marble,N,Unfurnished,West,Resale,Apartment,Mumbai,3,1,3,2,Co-operative Society
11341,9,0,580,442,30172,10,23,23,17.49976,Ready to Move,Vitrified,N,Unfurnished,West,Resale,Apartment,Mumbai,2,1,1,0,Freehold
11342,2,0,960,875,24479,89,8,7,23.49984,Ready to Move,Vitrified,Y,Furnished,South,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11343,7,0,1120,620,13393,10,44,14,15.00016,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,3,Freehold
11344,7,0,970,745,38144,16,23,13,36.99968,Ready to Move,Vitrified,N,Furnished,East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11345,3,1,727,545,30949,14,25,6,22.499923,Ready to Move,Normal Tiles/Kotah Stone,N,Furnished,North,Resale,Apartment,Mumbai,2,1,1,1,Co-operative Society
11346,14,0,3200,2600,46562,16,18,20,13.4999095,Ready to Move,Marble,N,Unfurnished,North - East,Resale,Apartment,Mumbai,4,0,4,5,Co-operative Society
11347,4,0,900,720,26111,14,20,7,23.4999,Ready to Move,Vitrified,Y,Furnished,South,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11348,10,1,486,309,22222,9,36,16,10.799892,Ready to Move,Vitrified,N,Furnished,North,Resale,Apartment,Mumbai,1,1,1,1,Freehold
11349,4,0,500,430,17000,8,14,6,8.5,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,0,1,1,Co-operative Society
11350,3,1,1071,971,33193,12,9,6,35.549703,Ready to Move,Wooden,Y,Furnished,North - East,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11351,11,1,1700,1100,27647,25,35,26,46.9999,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,2,Freehold
11352,2,0,950,750,26316,13,21,6,25.0002,Ready to Move,Vitrified,N,Unfurnished,West,Resale,Residential House,Mumbai,2,1,2,4,Co-operative Society
11353,24,0,1775,1146,32394,36,35,30,13.4999095,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,1,3,4,Freehold
