iter	RMSE
632	0.1807963431
633	0.1807070292
634	0.1805969683
635	0.1804627002
636	0.1803299131
637	0.1796307307
638	0.1795480557
639	0.1793814539
640	0.1790803747
641	0.1787757972
642	0.1786541525
643	0.1784858734
644	0.1782295666
645	0.1779650838
646	0.177763626
647	0.1777192748
648	0.1772702241
649	0.1771631749
650	0.1769283654
651	0.176714467
652	0.176426655
653	0.1763335445
654	0.1762596593
655	0.1761601448
656	0.1760758028
657	0.1759370293
658	0.1754893352
659	0.1753079688
660	0.175037826
661	0.1749595266
662	0.1745241962
663	0.1740973649
664	0.1739692425
665	0.173856807
666	0.1736804805
667	0.1735249105
668	0.1733619386
669	0.1731737374
670	0.1730876832
671	0.1728086877
672	0.1726319638
673	0.1725070269
674	0.172418213
675	0.1722999482
676	0.1721594735
677	0.1720287894
678	0.1718834555
679	0.1717531534
680	0.1716080783
681	0.1713610983
682	0.1711629277
683	0.1709375056
684	0.1708225464
685	0.1707543116
686	0.1703922658
687	0.1702642336
688	0.17015783
689	0.170092438
690	0.1699256453
691	0.1698713819
692	0.1696520757
693	0.1694799681
694	0.1693992492
695	0.1692311148
696	0.1690426118
697	0.1689719859
698	0.1687463714
699	0.1686956247
700	0.1685758063
701	0.1678270257
702	0.1677523332
703	0.1676869936
704	0.1674895467
705	0.1674868403
706	0.1673431837
707	0.167198422
708	0.167120793
709	0.1670250029
710	0.1669027283
711	0.1668116329
712	0.1667397121
713	0.1666324645
714	0.1665593151
715	0.1664835985
716	0.1660530802
717	0.1659382983
718	0.1657544549
719	0.1656859672
720	0.165582737
721	0.1655088821
722	0.1654347106
723	0.1653211752
724	0.1652570651
725	0.1650690287
726	0.1649574977
727	0.1647549056
728	0.1646582567
729	0.1645431485
730	0.1644347446
731	0.1643169938
732	0.164240665
733	0.1640789363
734	0.1640024812
735	0.1639319793
736	0.1637843334
737	0.1637292264
738	0.1636468388
739	0.1635494241
740	0.1634363663
741	0.1632452619
742	0.1626262448
743	0.1624349912
744	0.1624124851
745	0.1622692639
746	0.1622358497
747	0.1621411556
748	0.1621150338
749	0.1619314215
750	0.1618791237
751	0.1617377477
752	0.1616542346
753	0.1615250242
754	0.1612993984
755	0.1609930674
756	0.1609184284
757	0.1607208812
758	0.160544434
759	0.160460916
760	0.1603934811
761	0.1603317854
762	0.1602218672
763	0.1600945962
764	0.1598906452
765	0.1598449875
766	0.1597789636
767	0.1593173262
768	0.1592529744
769	0.1590481979
770	0.1587370165
771	0.1585534445
772	0.1581196068
773	0.1578388172
774	0.1577704052
775	0.1575602815
776	0.1574863536
777	0.1574837341
778	0.1574409556
779	0.1574157673
780	0.1573703326
781	0.1573014406
782	0.1572569493
783	0.1571770679
784	0.1569877786
785	0.1568134696
786	0.1567170567
787	0.1566747637
788	0.1566252575
789	0.1565793329
790	0.1563256054
791	0.1561486722
792	0.1557361984
793	0.1556416521
794	0.1553992794
795	0.1553645071
796	0.1552256017
797	0.1550485829
798	0.1549285566
799	0.1548036896
800	0.15465928
801	0.154561372
802	0.1543424587
803	0.1542544618
804	0.1540092811
805	0.1539431531
806	0.1537413771
807	0.153665531
808	0.153581841
809	0.1534147979
810	0.1533351568
811	0.1532713636
812	0.1531261728
813	0.1529826017
814	0.1529085656
815	0.1524545157
816	0.1521469423
817	0.1520701369
818	0.1520337481
819	0.1518997559
820	0.1513774402
821	0.1512832591
822	0.1512162041
823	0.1511679271
824	0.1510976477
825	0.1510398405
826	0.1509879985
827	0.150919106
828	0.1508848798
829	0.1508047364
830	0.1507687158
831	0.1506341223
832	0.1504323639
833	0.1503402792
834	0.1502319808
835	0.1500031039
836	0.1498706524
837	0.149769491
838	0.1496023586
839	0.1494128239
840	0.1491289274
841	0.1489503855
842	0.1487437257
843	0.1486351041
844	0.148499366
845	0.14839176
846	0.1482817721
847	0.1481718381
848	0.1479264481
849	0.1478604922
850	0.1477676815
851	0.1475474987
852	0.1475125475
853	0.1471154539
854	0.1470181642
855	0.1468717197
856	0.1467472613
857	0.1465960644
858	0.1464907684
859	0.1464315532
860	0.1464193924
861	0.1462595676
862	0.1461698198
863	0.1461371265
864	0.1460538073
865	0.1460207479
866	0.1459211248
867	0.145873842
868	0.1458122668
869	0.1457638734
870	0.1456753496
871	0.1455695401
872	0.1454725533
873	0.1450068668
874	0.1447406659
875	0.1447025489
876	0.1445225945
877	0.1444335173
878	0.1443605289
879	0.1441650821
880	0.1440857222
881	0.1439239783
882	0.1438834935
883	0.1438103623
884	0.1437728276
885	0.1437205574
886	0.1434813387
887	0.143266121
888	0.143174932
889	0.1429684489
890	0.142886517
891	0.1426260089
892	0.1425469929
893	0.1424679549
894	0.142431909
895	0.1423540644
896	0.1422965548
897	0.1421610994
898	0.1420702771
899	0.1419030439
900	0.1418161897
901	0.1417358705
902	0.1416751574
903	0.1415935844
904	0.1414742307
905	0.1413688938
906	0.1413122316
907	0.1412662006
908	0.1411999955
909	0.1411328489
910	0.1410281303
911	0.1409550959
912	0.140862247
913	0.1407917076
914	0.1406592269
915	0.1406084583
916	0.14054092
917	0.1404807469
918	0.1404374805
919	0.1403393934
920	0.1401586966
921	0.1401195791
922	0.1400789102
923	0.1397408931
924	0.1396422798
925	0.1395887968
926	0.1395493932
927	0.1394288003
928	0.1393432105
929	0.1392893164
930	0.1389834013
931	0.1389183359
932	0.1387418864
933	0.1387065703
934	0.1386679561
935	0.1383048618
936	0.1382554323
937	0.138178177
938	0.1380418503
939	0.1379166975
940	0.1378508331
941	0.1376237474
942	0.1375711653
943	0.1374427436
944	0.1374068262
945	0.1373650393
946	0.1372684759
947	0.1371803926
948	0.1370838131
949	0.1370018078
950	0.1369135345
951	0.1368617258
952	0.1368209795
953	0.1366757886
954	0.1365889188
955	0.1365105547
956	0.1363507164
957	0.1361049966
958	0.1359699235
959	0.135803357
960	0.1357268684
961	0.1356438241
962	0.135579099
963	0.1354876852
964	0.1351172755
965	0.1350120138
966	0.134908293
967	0.1347281471
968	0.1343831786
969	0.1343259416
970	0.134116098
971	0.1340936497
972	0.1339120262
973	0.1338192441
974	0.133771295
975	0.1336150415
976	0.1334684001
977	0.133414479
978	0.1333233328
979	0.1331083698
980	0.1330583365
981	0.1330155519
982	0.1328866907
983	0.1327284641
984	0.1326416468
985	0.1325010384
986	0.1322544503
987	0.1321400931
988	0.13198661
989	0.1319337
990	0.1318983362
991	0.1318196739
992	0.1317813887
993	0.1317232339
994	0.1314270723
995	0.1313900886
996	0.1313288908
997	0.1310241859
998	0.1308419048
999	0.1307382424
